Thời gian tạo đơn,Mã đơn hàng,Mã khách hàng,Tên khách hàng,Mã PKKH,Mô tả Phân Khúc Khách hàng,Mã nhóm hàng,Tên nhóm hàng,Mã mặt hàng,Tên mặt hàng,SL,Đơn giá,Thành tiền
1/7/2022 10:27,ORD0000400,CUZ00264,Hồ Văn Vinh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 10:27,ORD0000400,CUZ00264,Hồ Văn Vinh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/7/2022 10:27,ORD0000400,CUZ00264,Hồ Văn Vinh,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 10:27,ORD0000401,CUZ00385,Trịnh Ngọc Lợi,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
1/7/2022 10:27,ORD0000401,CUZ00385,Trịnh Ngọc Lợi,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 10:27,ORD0000401,CUZ00385,Trịnh Ngọc Lợi,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 10:35,ORD0000402,CUZ00361,Nguyễn Khánh Pha,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 10:35,ORD0000402,CUZ00361,Nguyễn Khánh Pha,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/7/2022 10:39,ORD0000403,CUZ00386,Phan Phước Tân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 10:39,ORD0000403,CUZ00386,Phan Phước Tân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/7/2022 10:39,ORD0000403,CUZ00386,Phan Phước Tân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 10:39,ORD0000403,CUZ00386,Phan Phước Tân,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 10:41,ORD0000404,CUZ00387,Bùi Trung Thiên,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 10:41,ORD0000404,CUZ00387,Bùi Trung Thiên,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/7/2022 10:41,ORD0000404,CUZ00387,Bùi Trung Thiên,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 10:56,ORD0000405,CUZ00388,Nguyễn Lê Phước,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
1/7/2022 10:56,ORD0000405,CUZ00388,Nguyễn Lê Phước,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/7/2022 10:56,ORD0000405,CUZ00388,Nguyễn Lê Phước,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
1/7/2022 11:01,ORD0000406,CUZ00389,Doãn Châu Giang,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 11:01,ORD0000406,CUZ00389,Doãn Châu Giang,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 11:03,ORD0000407,CUZ00390,Nguyễn Thùy Vân,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
1/7/2022 11:03,ORD0000407,CUZ00390,Nguyễn Thùy Vân,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/7/2022 11:03,ORD0000407,CUZ00390,Nguyễn Thùy Vân,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/7/2022 11:31,ORD0000408,CUZ00391,Lê Khắc Thông,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/7/2022 11:31,ORD0000408,CUZ00391,Lê Khắc Thông,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 11:31,ORD0000409,CUZ00392,Trịnh Gia Hưng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
1/7/2022 11:31,ORD0000409,CUZ00392,Trịnh Gia Hưng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TMX,Trà mix,TMX01,Trà dưỡng nhan,2,35000,70000
1/7/2022 11:31,ORD0000409,CUZ00392,Trịnh Gia Hưng,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 12:03,ORD0000410,CUZ00393,Ngô Vũ Sang,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/7/2022 12:03,ORD0000410,CUZ00393,Ngô Vũ Sang,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/7/2022 12:09,ORD0000411,CUZ00394,Trương Hoàng Vũ,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/7/2022 12:09,ORD0000411,CUZ00394,Trương Hoàng Vũ,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/7/2022 12:30,ORD0000412,CUZ00395,Phan Ngọc Cương,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 12:30,ORD0000412,CUZ00395,Phan Ngọc Cương,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 12:32,ORD0000413,CUZ00396,Ngô Bình Phương Phi Vân,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/7/2022 12:32,ORD0000413,CUZ00396,Ngô Bình Phương Phi Vân,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 12:41,ORD0000414,CUZ00397,Lê Xuân Ngọc,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
1/7/2022 12:41,ORD0000414,CUZ00397,Lê Xuân Ngọc,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/7/2022 12:41,ORD0000414,CUZ00397,Lê Xuân Ngọc,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 12:41,ORD0000414,CUZ00397,Lê Xuân Ngọc,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 13:05,ORD0000415,CUZ00398,Lê Thị Diễm Hằng,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,3,30000,90000
1/7/2022 13:19,ORD0000416,CUZ00312,Nguyễn Quốc Bảo,A2,"Nhân viên văn phòng, Freelancer ở Miền Bắc (25-35 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến các sản phẩm về trà",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/7/2022 13:51,ORD0000417,CUZ00039,Phạm Cao Triết,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 13:51,ORD0000417,CUZ00039,Phạm Cao Triết,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
1/7/2022 13:51,ORD0000417,CUZ00039,Phạm Cao Triết,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/7/2022 13:51,ORD0000417,CUZ00039,Phạm Cao Triết,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 14:00,ORD0000418,CUZ00399,Phùng Quốc Hải,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,2,40000,80000
1/7/2022 14:00,ORD0000418,CUZ00399,Phùng Quốc Hải,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/7/2022 14:00,ORD0000418,CUZ00399,Phùng Quốc Hải,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 14:30,ORD0000419,CUZ00123,Nguyễn Thanh Sương,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/7/2022 14:30,ORD0000419,CUZ00123,Nguyễn Thanh Sương,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO01,Trà nụ hoa nhài trắng,1,65000,65000
1/7/2022 14:30,ORD0000419,CUZ00123,Nguyễn Thanh Sương,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/7/2022 14:56,ORD0000420,CUZ00400,Nguyễn Nhật Duy,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/7/2022 14:56,ORD0000420,CUZ00400,Nguyễn Nhật Duy,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/7/2022 14:56,ORD0000420,CUZ00400,Nguyễn Nhật Duy,C1,"Sinh viên đi làm thêm, nhân viên mới đi làm (20-29 tuổi) có nhu cầu mua làm quà tặng",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,2,55000,110000
1/7/2022 15:23,ORD0000421,CUZ00401,Nguyễn Ngọc Hiệu,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 15:23,ORD0000421,CUZ00401,Nguyễn Ngọc Hiệu,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/7/2022 15:32,ORD0000422,CUZ00402,Nguyễn Phương Thanh,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/7/2022 15:45,ORD0000423,CUZ00403,Trần Công Danh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/7/2022 15:45,ORD0000423,CUZ00403,Trần Công Danh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/7/2022 16:03,ORD0000424,CUZ00404,Trần Đình Đạt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 16:03,ORD0000424,CUZ00404,Trần Đình Đạt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
1/7/2022 16:03,ORD0000424,CUZ00404,Trần Đình Đạt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX01,Trà dưỡng nhan,1,35000,35000
1/7/2022 16:03,ORD0000424,CUZ00404,Trần Đình Đạt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 17:18,ORD0000425,CUZ00292,Huỳnh Thanh Việt,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,2,40000,80000
1/7/2022 17:18,ORD0000425,CUZ00292,Huỳnh Thanh Việt,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/7/2022 17:26,ORD0000426,CUZ00224,Lê Thị Quỳnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET05,Set 10 gói trà dưỡng nhan,1,65000,65000
1/7/2022 17:26,ORD0000426,CUZ00224,Lê Thị Quỳnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET07,Set 10 gói trà cam sả quế,1,71000,71000
1/7/2022 17:26,ORD0000426,CUZ00224,Lê Thị Quỳnh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 17:30,ORD0000427,CUZ00405,Đỗ Quang Huỳnh,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
1/7/2022 17:35,ORD0000428,CUZ00406,Phạm Xuân Việt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO02,Trà hoa đậu biếc,1,68000,68000
1/7/2022 17:35,ORD0000428,CUZ00406,Phạm Xuân Việt,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 17:42,ORD0000429,CUZ00407,Trần Văn Quang,B3,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (25-35 tuổi) ở Miền Bắc có nhu cầu uống trà để hỗ trợ chữa các bệnh có triệu chứng nhẹ,SET,Set trà,SET02,Set 10 gói trà hoa đậu biếc,1,136000,136000
1/7/2022 17:46,ORD0000430,CUZ00408,Nguyễn Văn Giang,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",SET,Set trà,SET01,Set 10 gói trà nụ hoa nhài trắng,1,120000,120000
1/7/2022 17:46,ORD0000430,CUZ00408,Nguyễn Văn Giang,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
1/7/2022 17:46,ORD0000430,CUZ00408,Nguyễn Văn Giang,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TMX,Trà mix,TMX02,Trà cam sả quế,1,38000,38000
1/7/2022 17:46,ORD0000430,CUZ00408,Nguyễn Văn Giang,A3,"Sinh viên, nhân viên văn phòng, freelancer (18-24 tuổi) có nhu cầu chăm sóc sức khỏe và quan tâm đến sản phẩm về trà",TMX,Trà mix,TMX03,Trà gạo lứt 8 vị,1,18000,18000
1/7/2022 18:05,ORD0000431,CUZ00409,Nguyễn Quốc Thái,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO05,Trà hoa Atiso,1,50000,50000
1/7/2022 18:05,ORD0000431,CUZ00409,Nguyễn Quốc Thái,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/7/2022 18:27,ORD0000432,CUZ00410,Trần Thái Phú,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 18:27,ORD0000432,CUZ00410,Trần Thái Phú,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
1/7/2022 18:27,ORD0000432,CUZ00410,Trần Thái Phú,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,1,45000,45000
1/7/2022 18:31,ORD0000433,CUZ00411,Hà Thiện Tây,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 18:31,ORD0000433,CUZ00411,Hà Thiện Tây,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO06,Trà nhuỵ hoa nghệ tây,1,180000,180000
1/7/2022 18:31,ORD0000433,CUZ00411,Hà Thiện Tây,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,1,30000,30000
1/7/2022 18:45,ORD0000434,CUZ00412,Nguyễn Duy Khánh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",BOT,Bột,BOT01,Bột cần tây,1,40000,40000
1/7/2022 18:45,ORD0000434,CUZ00412,Nguyễn Duy Khánh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/7/2022 18:45,ORD0000434,CUZ00412,Nguyễn Duy Khánh,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",TTC,"Trà củ, quả sấy",TTC01,Trà gừng,2,30000,60000
1/7/2022 19:03,ORD0000435,CUZ00413,Huỳnh Quốc Dũng,C2,"Nhân viên văn phòng, người làm việc tự do (30 - 45 tuổi) ở miền Bắc mua để thử",TMX,Trà mix,TMX01,Trà dưỡng nhan,2,35000,70000
1/7/2022 19:17,ORD0000436,CUZ00414,Hồng Văn Cường,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",SET,Set trà,SET04,Set 10 gói trà gừng,1,50000,50000
1/7/2022 19:17,ORD0000436,CUZ00414,Hồng Văn Cường,A1,"Nhân viên văn phòng, chủ doanh nghiệp (36-45 tuổi) có mức thu nhập cao, thường xuyên tìm hiểu và quan tâm đến sức khoẻ",THO,Trà hoa,THO04,Trà nụ hoa hồng Tây Tạng,1,55000,55000
1/7/2022 19:28,ORD0000437,CUZ00288,Vương Kim Loan,B2,Người làm nghề nghiệp tự do hoặc nhân viên văn phòng (36-45 tuổi) có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,TTC,"Trà củ, quả sấy",TTC02,Cam lát,2,45000,90000
1/7/2022 19:33,ORD0000438,CUZ00415,Lê Thị Hiền Đoan,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,SET,Set trà,SET03,Set 10 gói trà hoa cúc trắng,1,150000,150000
1/7/2022 19:33,ORD0000438,CUZ00415,Lê Thị Hiền Đoan,B1,Người làm kinh doanh hoặc văn phòng (45+ tuổi) có thu nhập trung bình có nhu cầu uống trà để hỗ trợ chữa các bệnh nền,THO,Trà hoa,THO03,Trà hoa cúc trắng,1,80000,80000
